society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
independent,house,0.45,5000.0,Plot area 900(83.61 sq.m.),900.0,3,2,1,2.0,North-West,Old Property,,sector 7,,900.0,,0,0,0,0,1,0,12
shapoorji pallonji joyville gurugram,flat,1.3,17691.0,Super Built up area 1215(112.88 sq.m.)Built Up area: 1009 sq.ft. (93.74 sq.m.)Carpet area: 734.8 sq.ft. (68.27 sq.m.),735.0,2,2,3,0.0,East,Relatively New,J69435020,sector 102,1215.0,1009.0,734.8,0,0,1,0,0,0,125
independent,house,2.5,25960.0,Plot area 107(89.47 sq.m.),963.0,7,7,3,4.0,West,Relatively New,,sector 43,,963.0,,0,0,0,0,1,1,20
bestech park view grand spa,flat,4.0,9523.0,Super Built up area 4200(390.19 sq.m.),4200.0,4,5,3+,15.0,West,Relatively New,B68376802,sector 81,4200.0,,,0,1,0,0,0,2,127
tulip violet,flat,1.36,8841.0,Super Built up area 1538(142.88 sq.m.),1538.0,3,3,1,12.0,North-West,Relatively New,R69429988,sector 69,1538.0,,,0,0,0,1,0,0,86
vatika city,flat,1.69,8622.0,Carpet area: 1960 (182.09 sq.m.),1960.0,3,3,3,3.0,North,Moderately Old,R61913142,sector 49,,,1960.0,0,0,0,1,0,0,136
shree vardhman victoria,flat,1.62,8307.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3,5,3,9.0,North,Relatively New,C69936836,sector 70,1950.0,,1161.0,0,1,0,0,0,0,43
la vida by tata housing,flat,2.78,11346.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),2450.0,3,3,3,3.0,North,New Property,Q68451212,sector 113,2690.0,2599.0,2450.0,1,1,0,0,0,0,174
dlf express greens,flat,1.2,6505.0,Super Built up area 1845(171.41 sq.m.),1845.0,3,4,2,5.0,East,Relatively New,T50764478,sector 1a,1845.0,,,0,1,0,0,1,0,43
bhim garh kheri,house,1.5,7576.0,Plot area 220(183.95 sq.m.),1980.0,7,2,0,1.0,,Undefined,,sector 3,,1980.0,,0,0,0,0,0,0,0
raheja vedaanta,flat,1.0,4854.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),2060.0,2,2,2,0.0,North,Undefined,L70031164,sector 108,,2060.0,1890.0,0,0,0,0,0,0,0
rwa sector 46,house,4.5,24390.0,Plot area 204(170.57 sq.m.)Built Up area: 206 sq.yards (172.24 sq.m.)Carpet area: 205 sq.yards (171.41 sq.m.),1845.0,6,6,3+,3.0,North-East,Moderately Old,,sector 46,,206.0,205.0,0,0,1,0,0,2,80
tulip violet,flat,1.5,10714.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3,3,2,8.0,North-East,Relatively New,M68587622,sector 69,1578.0,,1400.0,0,0,0,1,0,2,174
smart world orchard,flat,1.7,15178.0,Carpet area: 1120 (104.05 sq.m.),1120.0,2,2,2,4.0,East,Under Construction,I66957408,sector 61,,,1120.0,1,0,0,0,0,0,127
independent,house,10.55,32562.0,Plot area 360(301.01 sq.m.),3240.0,5,5,3,2.0,,Moderately Old,,sector 50,,3240.0,,1,1,0,0,0,0,42
vatika seven elements,flat,1.6,8163.0,Super Built up area 1960(182.09 sq.m.),1960.0,3,3,3,5.0,,New Property,L61578164,sector 89,1960.0,,,0,0,0,0,0,0,58
m3m woodshire,flat,0.9,5867.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),1534.0,2,2,3,8.0,South,Relatively New,C57468912,sector 107,1534.0,,1056.0,1,0,0,0,0,2,74
paras dews,flat,1.05,7581.0,Carpet area: 1385 (128.67 sq.m.),1385.0,2,2,2,5.0,West,New Property,V68755796,sector 106,,,1385.0,0,0,0,0,0,0,97
ireo victory valley,flat,3.05,16266.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),1875.0,3,4,2,35.0,South-West,Relatively New,K69604018,sector 67,2385.0,2200.0,1875.0,1,1,0,0,0,2,165
independent,house,0.49,11250.0,Plot area 360(33.45 sq.m.),436.0,6,3,2,3.0,East,Moderately Old,,sector 8,,360.0,,0,0,0,0,0,0,8
dlf the ultima,flat,2.26,10761.0,Super Built up area 2100(195.1 sq.m.),2100.0,3,4,3+,17.0,West,New Property,V69310050,sector 81,2100.0,,,0,1,0,0,0,1,174
vipul tatvam villa,house,7.69,24069.0,Plot area 355(296.83 sq.m.),3195.0,4,5,3,2.0,North-West,Moderately Old,,sector 48,,3195.0,,1,1,1,1,0,2,110
satya element one,flat,0.8,11111.0,Built Up area: 720 (66.89 sq.m.),720.0,1,1,1,0.0,,Undefined,I65933202,sector 49,,720.0,,0,0,0,0,0,0,0
ss the leaf,flat,2.1,7467.0,Super Built up area 2812(261.24 sq.m.),2812.0,4,5,3+,9.0,East,Relatively New,G69201450,sector 85,2812.0,,,0,0,0,0,0,2,67
conscient elevate,flat,6.75,19882.0,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),3395.0,4,4,2,10.0,,New Property,P69838342,sector 59,3395.0,,1855.0,0,1,0,0,0,0,31
railway officers rpf society,flat,1.25,6921.0,Carpet area: 1806 (167.78 sq.m.),1806.0,4,3,3,1.0,,Old Property,O69463302,sector 9,,,1806.0,0,1,0,0,0,0,40
ss the leaf,flat,1.2,7317.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),1640.0,2,2,3+,14.0,East,Relatively New,F69963546,sector 85,1640.0,,1148.0,0,0,1,0,0,0,141
tarc maceo,flat,1.8,7758.0,Carpet area: 2320 (215.54 sq.m.),2320.0,3,3,3+,0.0,North,Relatively New,Y70059098,sector 91,,,2320.0,0,0,0,1,0,1,45
irwo westend towers,flat,0.65,12059.0,Carpet area: 539 (50.07 sq.m.),539.0,1,1,2,3.0,,Old Property,I69344720,sector 47,,,539.0,0,0,0,0,0,0,56
ats tourmaline,flat,1.4,8000.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),1750.0,3,3,3+,8.0,North-East,Relatively New,R65958512,sector 109,1750.0,1466.0,1350.0,0,0,1,0,0,0,119
vatika xpressions,flat,0.92,7360.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1250.0,2,2,2,3.0,North,Relatively New,Z69531440,sector 88b,1350.0,1300.0,1250.0,0,0,0,1,0,0,174
dlf the ultima,flat,2.35,11174.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),2103.0,3,3,3+,14.0,South,Relatively New,N70068566,sector 81,2103.0,1550.0,1257.0,1,1,0,1,1,1,49
dlf the ultima,flat,2.2,10461.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),2103.0,3,3,3+,5.0,East,Relatively New,L69301106,sector 81,2103.0,1570.0,1257.0,1,1,0,1,1,1,49
bptp terra,flat,1.5,8282.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1570 sq.ft. (145.86 sq.m.),1811.0,3,3,3,17.0,North-West,Relatively New,D70022246,sector 37,1811.0,,1570.0,0,0,0,0,1,0,49
ss the leaf,flat,1.77,7350.0,Super Built up area 2408(223.71 sq.m.),2408.0,3,4,3+,7.0,South-West,New Property,P66846646,sector 85,2408.0,,,0,0,1,0,0,0,107
dlf new town heights,house,2.47,7718.0,Plot area 3200(297.29 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3200.0,4,4,3+,,West,Moderately Old,,sector 86,,2800.0,2200.0,0,1,0,1,0,2,130
ansal api esencia,house,5.46,24170.0,Plot area 251(209.87 sq.m.),2259.0,4,5,3+,2.0,East,Relatively New,,sector 67,,2259.0,,1,0,1,1,0,2,103
aipl joy square,flat,0.7,10101.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),693.0,1,1,0,7.0,,Undefined,P70014532,sector 63,,693.0,350.0,0,0,0,0,0,0,0
shyam apartment,flat,0.66,5739.0,Built Up area: 1150 (106.84 sq.m.)Carpet area: 1135 sq.ft. (105.44 sq.m.),1150.0,3,3,2,2.0,East,Undefined,B64688988,sector 7,,1150.0,1135.0,0,0,0,0,0,0,0
puri emerald bay,flat,2.6,15160.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 1715 sq.ft. (159.33 sq.m.),1715.0,3,4,3+,5.0,,Relatively New,Y69157790,sector 104,2450.0,,1715.0,1,1,0,0,0,0,81
ansal heights 86,flat,0.78,5735.0,Super Built up area 1360(126.35 sq.m.),1360.0,2,2,1,8.0,East,New Property,O53677516,sector 86,1360.0,,,0,0,0,0,0,0,67
bptp visionnaire,house,4.6,17624.0,Plot area 290(242.48 sq.m.),2610.0,4,4,3+,3.0,North,Moderately Old,,sector 70,,2610.0,,1,1,1,1,0,0,96
ansal heights,house,2.75,9793.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),2808.0,4,4,3+,3.0,,Relatively New,,sector 92,,5000.0,,1,0,0,1,0,0,0
vatika gurgaon,flat,1.25,7812.0,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,4,4,3,12.0,South-West,Moderately Old,C61573480,sector 83,2390.0,,1600.0,0,1,0,0,0,0,103
international city by sobha phase 1,house,6.75,10838.0,Plot area 692(578.6 sq.m.),6228.0,4,4,3+,2.0,North-East,New Property,,sector 109,,6228.0,,0,1,0,1,0,0,130
bestech park view grand spa,flat,2.29,8609.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2660.0,3,4,3+,10.0,North-East,Relatively New,K69736336,sector 81,2660.0,,2000.0,1,1,0,0,0,1,174
umang monsoon breeze,flat,0.7,5719.0,Built Up area: 1224 (113.71 sq.m.),1224.0,2,2,2,5.0,,Undefined,D67903782,sector 78,,1224.0,,0,0,0,0,0,0,0
signature global synera,flat,0.38,9500.0,Carpet area: 400 (37.16 sq.m.),400.0,1,1,2,3.0,South-West,Relatively New,E68280528,sector 81,,,400.0,0,0,0,0,0,0,43
experion the heartsong,flat,1.6,7988.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),2003.0,3,4,3+,3.0,South,Relatively New,F62011836,sector 108,2003.0,1500.29,1140.98,0,1,0,0,0,2,60
mapsko casa bella,flat,0.86,8120.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),1059.0,3,3,3,5.0,South,Moderately Old,Y69685674,sector 82,1430.0,,1056.0,1,0,0,0,0,2,120
m3m golfestate,flat,5.4,18126.0,Super Built up area 2979(276.76 sq.m.),2979.0,3,4,3,19.0,North-East,Moderately Old,X69762008,sector 65,2979.0,,,1,1,0,0,0,2,174
tulip ivory,flat,2.1,8750.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),2400.0,4,5,3+,5.0,West,Moderately Old,C68469774,sector 70,2400.0,,1850.0,0,1,0,0,0,2,120
dlf new town heights,flat,1.25,8638.0,Carpet area: 1447 (134.43 sq.m.),1447.0,3,4,3+,0.0,North-West,Old Property,C68168492,sector 90,,,1447.0,0,1,0,0,0,1,31
ansals florence villa,house,3.3,19820.0,Plot area 185(154.68 sq.m.),1665.0,4,3,3+,2.0,East,Moderately Old,,sector 57,,1665.0,,1,1,1,1,0,0,151
shree vardhman victoria,flat,1.55,7948.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3,5,3,8.0,South,Relatively New,G70133410,sector 70,1950.0,,1161.0,0,1,0,0,0,0,174
alpha corp gurgaonone,flat,2.2,6406.0,Super Built up area 3434(319.03 sq.m.),3434.0,4,4,3+,15.0,South-West,Relatively New,T70162906,sector 84,3434.0,,,0,1,0,0,0,0,97
shapoorji pallonji joyville gurugram,flat,1.8,10638.0,Super Built up area 1692(157.19 sq.m.),1692.0,3,3,3,1.0,East,Relatively New,S70041472,sector 102,1692.0,,,0,0,0,0,0,0,141
mapsko mount ville,flat,1.65,9091.0,Built Up area: 1815 (168.62 sq.m.),1815.0,3,3,0,12.0,,Undefined,S69041162,sector 79,,1815.0,,0,0,0,0,0,0,0
not applicable,house,0.65,13000.0,Plot area 500(46.45 sq.m.),500.0,2,1,1,3.0,East,Moderately Old,,sector 4,,500.0,,0,0,0,0,0,0,7
oriental valley chs,flat,1.5,9090.0,Carpet area: 1650 (153.29 sq.m.),1650.0,4,3,3+,8.0,,Relatively New,V52081048,sector 9,,,1650.0,0,0,0,0,0,2,8
gls avenue 51,flat,0.5,7812.0,Carpet area: 640 (59.46 sq.m.),640.0,3,3,1,12.0,,New Property,W70135974,sector 92,,,640.0,0,0,0,0,0,1,95
independent,house,0.62,11273.0,Built Up area: 550 (51.1 sq.m.),550.0,3,1,0,2.0,,Undefined,,sector 8,,550.0,,0,0,0,0,0,0,0
dlf new town heights,flat,1.88,6894.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),2727.0,4,4,3+,20.0,South,Relatively New,Y69266094,sector 90,2727.0,2726.0,2725.0,0,1,0,1,0,0,145
conscient heritage max,flat,2.0,9306.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2149.0,3,4,3+,13.0,North-East,Relatively New,O69713570,sector 102,2149.0,1900.0,1650.0,1,1,0,0,0,2,174
ramprastha the edge towers,flat,0.71,5420.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1310.0,2,2,3,10.0,South-East,New Property,W38206361,sector 37,1310.0,1100.0,1000.0,0,0,0,0,1,0,38
ansals palam vihar,house,4.0,16666.0,Plot area 2400(222.97 sq.m.),2400.0,4,4,3+,2.0,North-East,Moderately Old,,sector 2,,2400.0,,0,1,0,0,0,0,0
green homes,flat,1.85,7872.0,Super Built up area 2350(218.32 sq.m.),2350.0,3,3,3,7.0,,Moderately Old,E69072636,sector 52,2350.0,,,0,1,0,0,0,0,28
dlf new town heights,flat,1.75,5720.0,Super Built up area 2727(253.35 sq.m.),3059.0,4,4,3+,17.0,South,Relatively New,H42579745,sector 90,2727.0,,,0,1,0,1,0,0,88
ireo victory valley,flat,3.65,13528.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.),2698.0,3,4,3+,18.0,North,Relatively New,B69859308,sector 67,2698.0,2490.0,,0,1,0,1,0,2,61
mapsko mount ville,flat,1.25,8389.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),1490.0,3,3,3,22.0,South-West,Relatively New,B69665358,sector 79,1490.0,,863.91,1,0,0,1,0,0,160
smart world gems,flat,1.01,9156.0,Carpet area: 1103 (102.47 sq.m.),1103.0,2,2,2,4.0,,Under Construction,P68810298,sector 89,,,1103.0,1,0,0,0,0,0,38
m3m golfestate,flat,7.0,18181.0,Carpet area: 3850 (357.68 sq.m.),3850.0,3,3,2,12.0,North,Moderately Old,A68297026,sector 65,,,3850.0,0,0,1,0,0,0,60
laxmi garden sector-11,house,1.5,12820.0,Plot area 130(108.7 sq.m.),1170.0,12,9,1,3.0,East,Relatively New,,laxmi garden,,1170.0,,1,1,0,1,1,2,106
cghs rail vihar,flat,1.4,10769.0,Carpet area: 1300 (120.77 sq.m.),1300.0,4,3,3,3.0,East,Old Property,I70063068,sector 15,,,1300.0,0,0,0,0,0,2,81
ireo skyon,flat,3.6,12815.0,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),2809.0,4,5,3,24.0,North-East,Relatively New,O69237000,sector 60,2809.0,,2400.0,0,1,0,0,0,2,49
mapsko mount ville,flat,1.25,8389.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1058 sq.ft. (98.29 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),1490.0,3,3,3,18.0,South,Relatively New,I69670912,sector 79,1490.0,1058.0,863.91,1,0,0,0,0,2,102
m3m the marina,flat,1.32,8759.0,Super Built up area 1507(140 sq.m.),1507.0,2,2,3,15.0,North-East,Relatively New,N69834838,sector 68,1507.0,,,1,0,0,0,0,0,120
independent,house,1.05,9722.0,Built Up area: 1080 (100.34 sq.m.),1080.0,3,2,0,1.0,,Undefined,,sector 10,,1080.0,,0,0,0,0,0,0,0
dlf city plots,house,19.0,42054.0,Plot area 502(419.74 sq.m.),4518.0,6,6,3,2.0,East,Relatively New,,sector 26,,4518.0,,1,1,0,0,0,2,121
sbtl caladium,flat,1.9,6219.0,Super Built up area 3055(283.82 sq.m.),3055.0,4,4,3,8.0,North-East,Relatively New,Z68554704,sector 109,3055.0,,,0,1,0,0,0,0,151
independent,house,0.95,7308.0,Built Up area: 1300 (120.77 sq.m.),1300.0,5,3,0,1.0,,Undefined,,laxmi garden,,1300.0,,0,0,0,0,0,0,0
imperia the esfera,flat,0.99,5454.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),1815.0,3,4,3,9.0,North-East,Relatively New,E70042222,sector 37c,1815.0,,1510.0,0,1,0,0,0,0,49
independent,house,7.5,23148.0,Plot area 360(301.01 sq.m.),3240.0,5,5,3+,2.0,East,Relatively New,,sector 82,,3240.0,,0,1,0,1,0,2,135
pareena mi casa,flat,1.1,9020.0,Super Built up area 1245(115.66 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),1220.0,2,2,3,13.0,East,New Property,V58274898,sector 68,1245.0,,1225.0,0,0,0,0,0,0,106
rof ananda,flat,0.33,60.0,Carpet area: 54917 (5101.96 sq.m.),55000.0,2,2,1,13.0,South-West,Relatively New,N70172062,sector 95,,,54917.0,0,0,0,0,0,0,37
m3m the marina,flat,1.45,9615.0,Super Built up area 1508(140.1 sq.m.),1508.0,3,2,3+,9.0,,New Property,C70135720,sector 68,1508.0,,,0,0,0,0,0,0,0
antriksh heights,flat,0.92,5041.0,Super Built up area 1825(169.55 sq.m.),1825.0,3,3,3,2.0,East,Relatively New,Z69973884,sector 84,1825.0,,,1,0,0,1,0,0,67
eros rosewood city,house,4.05,20769.0,Plot area 1710(158.86 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),1950.0,3,3,3,2.0,East,Moderately Old,,sector 49,,2000.0,1950.0,0,1,1,0,0,0,46
alpha corp gurgaonone,flat,1.5,7641.0,Super Built up area 1963(182.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1963.0,3,3,3,20.0,North-West,Relatively New,Q70006900,sector 84,1963.0,,1700.0,0,1,0,0,0,2,37
pyramid elite,flat,0.46,79.0,Carpet area: 58141 (5401.48 sq.m.),58228.0,2,2,1,0.0,,Under Construction,M68651514,sector 86,,,58141.0,0,0,0,0,0,0,15
smart world gems,flat,1.16,8151.0,Carpet area: 1423 (132.2 sq.m.),1423.0,3,3,2,3.0,South-East,Under Construction,W66156744,sector 89,,,1423.0,1,0,0,0,0,0,68
emaar gurgaon greens,flat,1.45,8787.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),1650.0,3,3,3,8.0,North-East,Relatively New,J69848742,sector 102,1650.0,1300.0,1100.0,0,1,0,0,0,0,49
independent,house,0.8,8889.0,Plot area 100(83.61 sq.m.),900.0,4,4,0,2.0,,Old Property,,sector 10,,900.0,,0,0,0,0,0,0,0
sidhartha ncr one phase,flat,0.55,4867.0,Carpet area: 1130 (104.98 sq.m.),1130.0,2,2,2,14.0,,New Property,V66344198,sector 95,,,1130.0,1,0,0,0,0,0,90
tarc maceo,flat,0.9,6870.0,Super Built up area 1310(121.7 sq.m.),1310.0,2,2,2,13.0,East,Relatively New,A70182296,sector 91,1310.0,,,0,0,0,0,0,1,67
international city by sobha phase 1,house,5.7,10556.0,Plot area 600(501.68 sq.m.),5400.0,4,4,3+,4.0,East,Relatively New,,sector 109,,5400.0,,1,1,0,0,0,0,98
independent,house,1.6,11852.0,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),1350.0,5,5,2,3.0,,Relatively New,,sector 21,,120.0,,0,0,0,0,0,0,0
bptp pedestal,house,0.9,7582.0,Carpet area: 1187 (110.28 sq.m.),1187.0,2,2,3+,3.0,North-East,New Property,,sector 70,,,1187.0,0,1,0,0,1,0,153
emaar gurgaon greens,flat,1.35,10800.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),1250.0,3,4,3+,9.0,North-East,Relatively New,R69505282,sector 102,1650.0,1400.0,1250.0,0,1,0,1,0,2,174
independent,house,0.7,5833.0,Built Up area: 1200 (111.48 sq.m.),1200.0,3,2,2,1.0,,Undefined,,sector 105,,1200.0,,0,0,0,0,0,0,0
experion the heartsong,flat,1.3,8344.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),1558.0,3,3,3+,7.0,South-West,Relatively New,P69141374,sector 108,1758.0,,1558.0,1,0,0,0,0,0,150
imperia the esfera,flat,0.7,4879.0,Super Built up area 1435(133.32 sq.m.),1435.0,2,3,3+,12.0,North,Under Construction,O34919717,sector 37c,1435.0,,,1,0,0,0,1,0,58
mapsko royale ville,flat,0.99,5530.0,Super Built up area 1790(166.3 sq.m.),1790.0,3,4,2,14.0,South-West,New Property,I37314081,sector 82,1790.0,,,0,1,0,0,0,0,95
independent,house,1.1,73333.0,Plot area 150(13.94 sq.m.),150.0,2,2,1,,,Old Property,,sector 10,,150.0,,0,0,0,0,1,0,0
signature global solera,flat,0.37,6751.0,Super Built up area 548(50.91 sq.m.),548.0,2,2,1,10.0,South,Relatively New,U57619116,sector 107,548.0,,,0,0,0,0,0,0,73
parsvnath green ville,flat,1.86,7654.0,Super Built up area 2430(225.75 sq.m.),2430.0,3,3,3+,6.0,North,Moderately Old,K67331462,sector 48,2430.0,,,0,1,0,0,0,2,94
bestech park view city,flat,4.25,9334.0,Super Built up area 4553(422.99 sq.m.),4553.0,4,5,3+,14.0,,Moderately Old,R65933608,sector 48,4553.0,,,1,0,0,0,0,2,81
m3m heights,flat,3.29,17997.0,Super Built up area 1828(169.83 sq.m.),1828.0,3,3,3,33.0,East,New Property,H68309416,sector 65,1828.0,,,0,0,0,0,0,0,49
conscient one,flat,1.7,17617.0,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),965.0,1,1,2,9.0,,Undefined,C68597238,sector 109,,965.0,628.0,0,0,0,0,0,0,0
ss the leaf,flat,2.0,8305.0,Super Built up area 2408(223.71 sq.m.),2408.0,3,4,3,8.0,East,Relatively New,G69751862,sector 85,2408.0,,,0,1,0,0,0,0,21
godrej aria,flat,0.96,13296.0,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),722.0,2,2,3,8.0,North-East,Relatively New,B69923090,sector 79,1351.0,,722.0,0,0,0,0,0,0,49
mapsko casa bella,flat,1.75,6903.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),2535.0,4,5,3+,1.0,West,Undefined,J69772634,sector 82,,2535.0,1960.0,0,0,0,0,0,0,54
experion the heartsong,flat,0.87,11845.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),734.0,2,3,3,2.0,South-West,Relatively New,Q67864736,sector 108,1283.0,978.23,734.43,0,1,0,0,0,2,123
sagar apartment,flat,1.45,7250.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2000.0,3,3,3+,7.0,South,Old Property,K69831288,sector 56,2000.0,1900.0,1800.0,1,1,0,1,1,0,166
emaar mgf emerald floors premier,flat,2.0,12121.0,Carpet area: 1650 (153.29 sq.m.),1650.0,3,3,3,1.0,North-West,Relatively New,R70171066,sector 65,,,1650.0,0,1,0,0,0,2,124
independent,house,0.3,5555.0,Plot area 540(50.17 sq.m.),540.0,1,1,2,1.0,,New Property,,sector 5,,540.0,,0,0,0,0,0,0,0
dlf regal gardens,flat,1.25,6459.0,Super Built up area 1703(158.21 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1935.0,3,3,3,10.0,South,Relatively New,Y41856015,sector 90,1703.0,1650.0,1600.0,0,0,0,0,1,2,38
bestech park view ananda,flat,1.35,7541.0,Carpet area: 1790 (166.3 sq.m.),1790.0,3,3,3+,8.0,North,Old Property,R70035130,sector 81,,,1790.0,0,0,0,0,0,0,114
godrej icon,flat,1.65,9041.0,Super Built up area 1825(169.55 sq.m.),1825.0,3,3,3,12.0,,New Property,O69918112,sector 88a,1825.0,,,0,0,0,0,0,0,60
orris carnation residency,flat,0.88,5952.0,Super Built up area 1485(137.96 sq.m.),1478.0,3,3,1,1.0,South,Relatively New,R70168574,sector 85,1485.0,,,0,0,0,0,0,0,65
umang winter hills,flat,1.0,7500.0,Carpet area: 1340 (124.49 sq.m.),1333.0,2,2,2,3.0,,New Property,W61214098,sector 77,,,1340.0,0,0,0,0,0,0,74
ireo skyon,flat,3.75,13392.0,Super Built up area 2800(260.13 sq.m.)Built Up area: 2650 sq.ft. (246.19 sq.m.)Carpet area: 2350 sq.ft. (218.32 sq.m.),2800.0,4,4,3,12.0,North,Relatively New,U69182098,sector 60,2800.0,2650.0,2350.0,0,1,0,0,0,2,49
vasant appartments,flat,1.7,7391.0,Carpet area: 2300 (213.68 sq.m.),2300.0,5,5,2,2.0,North-West,Old Property,O69762684,sector 14,,,2300.0,1,0,1,1,0,1,71
sobha city,flat,2.9,14478.0,Super Built up area 2003(186.08 sq.m.),2003.0,3,4,2,8.0,East,New Property,J60869654,sector 108,2003.0,,,0,0,0,0,0,0,109
ss the leaf,flat,1.65,6852.0,Super Built up area 2408(223.71 sq.m.),2408.0,3,4,3,9.0,,New Property,J69235666,sector 85,2408.0,,,0,0,0,1,0,0,21
independent,house,12.0,38986.0,Plot area 342(285.96 sq.m.),3078.0,16,16,3+,4.0,,New Property,,sector 40,,3078.0,,1,1,1,1,0,2,0
lotus elise,flat,0.95,6551.0,Carpet area: 1450 (134.71 sq.m.),1450.0,2,3,3,7.0,,Relatively New,K66567172,sector 99,,,1450.0,0,1,0,0,0,0,0
independent,house,2.0,13889.0,Plot area 160(133.78 sq.m.),1440.0,2,2,2,2.0,North-West,Old Property,,sector 7,,1440.0,,0,0,0,0,0,0,22
