society,property_type,price,price_per_sqft,areaWithType,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,sector,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
puri emerald bay,flat,2.55,10408.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),2450.0,4.0,4,3+,5.0,East,Relatively New,O69883296,sector 104,2450.0,,2150.0,0,1,0,0,0,0,49,612.5
independent,house,6.6,36667.0,Plot area 200(167.23 sq.m.),1800.0,6.0,7,3+,2.0,East,Moderately Old,,sector 25,,1800.0,,1,1,0,0,0,2,119,300.0
emaar imperial gardens,flat,2.05,9875.0,Carpet area: 2025 (188.13 sq.m.),2076.0,3.0,4,3+,14.0,South,Relatively New,P68269824,sector 102,,,2025.0,0,1,0,0,0,0,116,692.0
bptp terra,flat,1.65,8791.0,Super Built up area 1877(174.38 sq.m.),1877.0,3.0,3,2,15.0,East,Relatively New,G69274416,sector 37,1877.0,,,0,0,0,0,0,0,116,625.6666666666666
bptp terra,flat,1.6,7303.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2191.0,4.0,3,3+,7.0,North,Relatively New,U69144266,sector 37,2191.0,2000.0,1800.0,0,0,0,0,1,2,139,547.75
shree vardhman victoria,flat,1.9,9744.0,Super Built up area 1950(181.16 sq.m.),1950.0,3.0,3,3,10.0,North-East,New Property,S31689979,sector 70,1950.0,,,0,1,1,1,1,0,36,650.0
tulip violet,flat,1.36,8619.0,Super Built up area 1578(146.6 sq.m.),1578.0,3.0,3,2,12.0,West,Relatively New,Q69393568,sector 69,1578.0,,,0,0,0,1,0,2,49,526.0
chintels paradiso,flat,2.0,7605.0,Super Built up area 2630(244.33 sq.m.),2630.0,4.0,4,2,11.0,,Relatively New,C56670412,sector 109,2630.0,,,0,1,0,1,0,0,64,657.5
vipul world,flat,1.38,9485.0,Carpet area: 1450 (134.71 sq.m.),1455.0,3.0,3,1,2.0,,Relatively New,V70187274,sector 48,,,1450.0,0,0,0,0,0,0,60,485.0
raheja vanya,flat,0.59,3976.0,Super Built up area 1252.13(116.33 sq.m.),1484.0,2.0,2,3,1.0,East,Under Construction,P60026372,sector 99a,1252.13,,,0,0,0,0,1,0,96,742.0
ireo victory valley,flat,4.75,13930.0,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),3410.0,4.0,4,3+,0.0,West,Relatively New,T69823410,sector 67,3410.0,3200.0,3100.0,1,1,1,1,0,2,165,852.5
radhakrishna society,flat,0.55,5000.0,Super Built up area 1100(102.19 sq.m.),1100.0,2.0,2,1,1.0,West,Moderately Old,B70015514,sector 23,1100.0,,,0,0,0,0,0,2,29,550.0
independent,house,2.5,16057.0,Plot area 173(144.65 sq.m.),1557.0,4.0,4,2,4.0,West,Old Property,,sector 2,,1557.0,,0,0,0,0,0,0,17,389.25
ss the leaf,flat,1.08,6585.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),1640.0,2.0,2,3,8.0,North-East,New Property,K68761724,sector 85,1640.0,1200.0,1125.0,1,1,1,1,0,2,157,820.0
spire woods now ananda by alpha corp,flat,1.25,6902.0,Carpet area: 1811 (168.25 sq.m.),1811.0,3.0,4,3,11.0,,Under Construction,B52179254,sector 103,,,1811.0,1,1,0,0,0,0,105,603.6666666666666
unitech uniworld city,flat,3.55,14992.0,Super Built up area 2368(219.99 sq.m.)Built Up area: 2367 sq.ft. (219.9 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2368.0,3.0,5,3+,16.0,North,Old Property,T70168908,sector 30,2368.0,2367.0,2000.0,0,1,0,0,0,2,141,789.3333333333334
dlf the ultima,flat,2.45,11492.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),2132.0,3.0,3,2,9.0,South-East,Relatively New,D69512748,sector 81,2132.0,1800.0,1500.0,0,1,0,0,0,2,174,710.6666666666666
unitech palms south city 1,house,9.35,28858.0,Plot area 3240(301.01 sq.m.)Built Up area: 7500 sq.ft. (696.77 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),3240.0,10.0,10,3+,4.0,North-East,Moderately Old,,sector 41,,7500.0,6000.0,1,1,0,0,0,2,70,324.0
unitech espace,house,7.42,34352.0,Plot area 2160(200.67 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.),2160.0,4.0,4,3,2.0,West,Old Property,,sector 50,,3200.0,,0,0,0,0,0,2,88,540.0
emaar mgf emerald floors premier,flat,2.55,15455.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1650.0,3.0,3,3,3.0,West,Relatively New,K68787220,sector 65,1650.0,,1300.0,1,1,0,0,0,0,21,550.0
shree vardhman victoria,flat,1.63,8359.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),1950.0,3.0,5,3,12.0,East,Relatively New,F69936886,sector 70,1950.0,,1161.0,0,1,0,0,0,0,43,650.0
international city by sobha phase 2,house,6.25,11574.0,Plot area 600(501.68 sq.m.),5400.0,4.0,4,3+,2.0,East,Relatively New,,sector 109,,5400.0,,0,1,0,0,0,0,138,1350.0
ss the leaf,flat,2.2,5641.0,Super Built up area 3950(366.97 sq.m.)Built Up area: 3920 sq.ft. (364.18 sq.m.)Carpet area: 3900 sq.ft. (362.32 sq.m.),3900.0,4.0,6,3,10.0,North-West,Relatively New,M67564758,sector 85,3950.0,3920.0,3900.0,0,1,0,0,0,0,174,975.0
emaar palm gardens,flat,1.38,8023.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),1720.0,3.0,3,3,5.0,South-West,Relatively New,F68628664,sector 83,1720.0,1350.0,1150.0,0,1,0,0,0,2,8,573.3333333333334
smart world orchard,flat,2.6,14723.0,Super Built up area 1630(151.43 sq.m.),1766.0,3.0,3,2,2.0,,New Property,W69704350,sector 61,1630.0,,,0,0,0,0,0,0,47,588.6666666666666
m3m merlin,flat,3.32,14080.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),2358.0,3.0,4,3,8.0,North-West,New Property,Q69941296,sector 67,2358.0,,1709.0,0,1,0,0,0,2,174,786.0
avl 36 gurgaon,flat,0.36,9000.0,Super Built up area 406(37.72 sq.m.)Carpet area: 402 sq.ft. (37.35 sq.m.),400.0,1.0,1,1,7.0,West,Relatively New,S67074968,sector 36a,406.0,,402.0,0,0,0,0,0,0,95,400.0
independent,house,11.0,28902.0,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),3806.0,8.0,11,3+,3.0,East,Old Property,,sector 24,,5000.0,,1,1,0,1,1,2,39,475.75
orchid petals,flat,1.95,9974.0,Super Built up area 1805(167.69 sq.m.),1955.0,3.0,3,3,2.0,East,Old Property,S68198438,sector 49,1805.0,,,0,0,0,0,0,2,90,651.6666666666666
bestech park view ananda,flat,0.88,8044.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),1094.0,2.0,2,3,8.0,West,Relatively New,E64877088,sector 81,1360.0,,1094.0,1,0,0,0,0,2,95,547.0
bptp terra,flat,1.4,7731.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),1811.0,3.0,3,3,5.0,South-East,Relatively New,B70095032,sector 37,1811.0,1711.0,1611.0,0,0,0,0,0,2,149,603.6666666666666
unitech vistas,flat,0.53,4801.0,Super Built up area 1095(101.73 sq.m.),1104.0,2.0,2,2,9.0,,Under Construction,F31622943,sector 70,1095.0,,,0,0,0,0,1,0,24,552.0
godrej,flat,2.03,9046.0,Super Built up area 2244(208.47 sq.m.),2244.0,3.0,4,3+,7.0,South-East,Relatively New,U69438590,sector 79,2244.0,,,0,1,0,0,0,0,118,748.0
sare green parc phase 3,flat,1.1,6875.0,Carpet area: 1600 (148.64 sq.m.),1600.0,4.0,3,2,12.0,North,New Property,N69756690,sector 92,,,1600.0,0,0,0,0,0,0,15,400.0
sare crescent parc,flat,1.0,4778.0,Built Up area: 2093 (194.45 sq.m.),2093.0,4.0,4,3,9.0,,Undefined,B70143732,sector 92,,2093.0,,0,0,0,0,0,0,0,523.25
signature global solera,flat,0.3,6135.0,Super Built up area 602(55.93 sq.m.)Carpet area: 489 sq.ft. (45.43 sq.m.),489.0,2.0,2,1,5.0,East,Relatively New,R50229778,sector 107,602.0,,489.0,0,0,0,0,0,0,57,244.5
ss hibiscus,flat,6.0,12272.0,Super Built up area 4400(408.77 sq.m.),4889.0,4.0,3,3,5.0,South-East,Moderately Old,W68296278,sector 50,4400.0,,,0,1,0,0,0,0,31,1222.25
bptp terra,flat,1.71,7805.0,Built Up area: 2191 (203.55 sq.m.),2191.0,3.0,3,3+,7.0,South-West,Relatively New,N69178086,sector 37,,2191.0,,1,0,0,0,0,0,38,730.3333333333334
pareena coban residences,flat,1.1,7097.0,Super Built up area 1550(144 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1550.0,2.0,2,3,9.0,North-East,New Property,E69589168,sector 99a,1550.0,,1200.0,1,0,0,0,0,0,88,775.0
bptp astaire gardens,flat,1.25,8772.0,Super Built up area 1425(132.39 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1425.0,3.0,3,2,1.0,South-East,Relatively New,N69688012,sector 70,1425.0,1300.0,1200.0,0,0,0,0,1,0,49,475.0
iffco nagar and 17b rwa,house,3.5,24306.0,Plot area 1440(133.78 sq.m.),1440.0,2.0,5,3,3.0,East,Old Property,,sector 17,,1440.0,,0,0,0,0,0,0,44,720.0
dlf park place,flat,4.85,30180.0,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),1607.0,3.0,4,3+,6.0,North,Moderately Old,Y69723018,sector 54,1983.0,1785.0,1607.0,0,1,0,0,0,1,158,535.6666666666666
green campus chs,flat,0.92,4023.0,Super Built up area 2287(212.47 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),2287.0,3.0,3,3+,8.0,East,Moderately Old,F68198434,sector 1a,2287.0,,1600.0,0,1,0,0,0,0,5,762.3333333333334
emaar palm heights,flat,1.75,11667.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1500.0,3.0,3,3+,11.0,South-West,Relatively New,B69603786,sector 77,2025.0,1900.0,1500.0,0,1,0,0,0,0,94,500.0
ild greens,flat,0.78,5714.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),1365.0,2.0,2,3,1.0,North,Moderately Old,H68779518,sector 37c,1365.0,1068.1,900.0,0,0,0,0,0,2,103,682.5
rattan garden,house,1.3,13499.0,Built Up area: 963 (89.47 sq.m.),963.0,2.0,3,2,3.0,,Old Property,,sector 7,,963.0,,0,0,0,0,0,0,0,481.5
independent,house,0.6,10753.0,Plot area 62(51.84 sq.m.),558.0,3.0,3,1,2.0,,Relatively New,,sector 9,,558.0,,0,0,0,0,0,0,0,186.0
independent,house,1.2,22305.0,Plot area 50,538.0,1.0,4,3+,4.0,West,Old Property,,sector 47,,535.0,,0,0,0,0,0,0,8,538.0
bptp terra,flat,1.49,8107.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1580 sq.ft. (146.79 sq.m.),1838.0,3.0,3,3,20.0,North-West,Relatively New,H70022084,sector 37,1832.0,,1580.0,0,0,0,0,1,0,49,612.6666666666666
adani m2k oyster grande,flat,2.35,8468.0,Super Built up area 2598(241.36 sq.m.),2775.0,3.0,3,3,14.0,East,Relatively New,K68646072,sector 102,2598.0,,,1,1,0,0,0,2,165,925.0
independent,house,0.58,10603.0,Plot area 61(51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),547.0,2.0,3,2,2.0,South-East,Relatively New,,sector 3,,1200.0,1000.0,0,0,0,0,0,0,8,273.5
antriksh heights,flat,0.49,4356.0,Super Built up area 1125(104.52 sq.m.),1125.0,2.0,2,2,16.0,East,Relatively New,J69973452,sector 84,1125.0,,,0,0,0,0,0,0,66,562.5
international city by sobha phase 1,house,5.9,24280.0,Plot area 270(225.75 sq.m.),2430.0,4.0,5,2,2.0,East,Relatively New,,sector 109,,2430.0,,0,1,0,0,0,2,111,607.5
independent,house,0.46,7302.0,Plot area 70(58.53 sq.m.),630.0,2.0,3,3,3.0,,Moderately Old,,sector 14,,630.0,,0,0,0,0,0,0,0,315.0
independent,house,3.5,13410.0,Plot area 290(242.48 sq.m.),2610.0,9.0,9,3+,3.0,North-East,Relatively New,,sector 9,,2610.0,,1,0,0,0,0,0,23,290.0
adani m2k oyster grande,flat,2.5,7817.0,Super Built up area 3198(297.1 sq.m.),3198.0,4.0,5,3+,5.0,South,Relatively New,O66498046,sector 102,3198.0,,,0,1,0,0,0,0,76,799.5
signature global solera,flat,0.6,8000.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),750.0,3.0,2,2,8.0,,Undefined,D69442244,sector 107,,750.0,650.0,0,0,0,0,0,0,55,250.0
shree vardhman victoria,flat,1.75,8204.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),2133.0,3.0,5,3,7.0,,New Property,O66445254,sector 70,1950.0,,1161.0,0,1,0,1,0,0,37,711.0
dlf the ultima,flat,2.5,11726.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2132.0,3.0,3,2,20.0,West,Relatively New,I69974258,sector 81,2132.0,1700.0,1350.0,0,1,0,0,0,1,174,710.6666666666666
unitech uniworld resorts,house,8.0,11429.0,Plot area 7000(650.32 sq.m.),7000.0,4.0,4,3+,2.0,West,Old Property,,sector 33,,7000.0,,1,1,1,1,0,0,77,1750.0
independent,house,0.7,7778.0,Built Up area: 900 (83.61 sq.m.),900.0,1.0,1,0,1.0,,Undefined,,sector 110,,900.0,,0,0,0,0,0,0,0,900.0
gls avenue 51,flat,0.5,7812.0,Super Built up area 640(59.46 sq.m.),640.0,3.0,3,1,0.0,,Relatively New,K70171656,sector 92,640.0,,,0,0,0,0,0,0,0,213.33333333333334
shapoorji pallonji joyville gurugram,flat,1.95,17287.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),1128.0,3.0,3,3,12.0,North-East,New Property,T69361884,sector 102,1852.0,,1128.09,0,0,1,0,0,0,72,376.0
sushant lok 1 builder floors,house,2.45,7756.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),3159.0,4.0,4,3+,3.0,West,Moderately Old,,sector 43,,540.0,351.0,1,1,0,1,1,1,123,789.75
independent,house,0.34,6800.0,Built Up area: 500 (46.45 sq.m.),500.0,1.0,1,0,1.0,,Undefined,,sector 110,,500.0,,0,0,0,0,0,0,0,500.0
independent,house,1.55,13889.0,Plot area 120(100.34 sq.m.),1116.0,2.0,2,2,1.0,East,Moderately Old,,sector 7,,1080.0,,0,0,0,0,0,2,52,558.0
unitech uniworld gardens,flat,2.15,10307.0,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2086.0,3.0,4,3+,10.0,East,Moderately Old,P69470654,sector 47,2086.0,1950.0,1750.0,0,1,0,0,0,0,49,695.3333333333334
independent,house,6.0,24691.0,Plot area 270(225.75 sq.m.),2430.0,5.0,6,3+,3.0,East,Old Property,,sector 2,,2430.0,,1,0,0,1,1,2,43,486.0
smart world orchard,flat,2.41,14785.0,Built Up area: 1630 (151.43 sq.m.)Carpet area: 1625 sq.ft. (150.97 sq.m.),1630.0,3.0,3,3,2.0,East,New Property,T69058716,sector 61,,1630.0,1625.0,0,0,0,0,0,0,61,543.3333333333334
puri diplomatic greens,flat,2.58,11727.0,Super Built up area 2200(204.39 sq.m.),2200.0,3.0,4,2,9.0,East,Relatively New,I69578914,sector 111,2200.0,,,0,1,0,0,0,0,101,733.3333333333334
vipul tatvam villa,house,8.5,26235.0,Plot area 360(301.01 sq.m.),3240.0,4.0,4,1,,,Relatively New,,sector 48,,3240.0,,0,0,0,0,0,0,21,810.0
m3m heights,flat,2.5,13602.0,Super Built up area 1828(169.83 sq.m.),1838.0,3.0,3,3,19.0,,Under Construction,N68485940,sector 65,1828.0,,,0,0,0,0,0,0,48,612.6666666666666
experion the heartsong,flat,0.93,6078.0,Super Built up area 1283(119.19 sq.m.),1530.0,2.0,3,3,10.0,East,Relatively New,J69548476,sector 108,1283.0,,,0,0,0,0,0,0,81,765.0
bestech park view aindependentda,house,4.35,7937.0,Plot area 5480(509.11 sq.m.),5481.0,4.0,4,3,2.0,North,Relatively New,,sector 81,,5480.0,,0,1,1,0,0,0,51,1370.25
smart world orchard,flat,1.6,13913.0,Carpet area: 1150 (106.84 sq.m.),1150.0,2.0,2,2,3.0,,Under Construction,U68904452,sector 61,,,1150.0,1,0,0,0,0,0,37,575.0
independent,house,7.25,26852.0,Plot area 300(250.84 sq.m.),2700.0,9.0,9,3+,2.0,North-East,New Property,,sector 57,,2700.0,,0,1,0,1,1,2,49,300.0
m3m capital,flat,2.37,11499.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),2061.0,4.0,4,3+,20.0,East,Under Construction,G68788156,sector 113,,2060.0,1600.0,1,0,0,0,0,0,143,515.25
m3m woodshire,flat,1.2,6176.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1943.0,3.0,3,3,7.0,South,Relatively New,L60518054,sector 107,1943.0,1750.0,1550.0,0,0,0,0,0,2,49,647.6666666666666
antriksh heights,flat,0.69,5111.0,Super Built up area 1350(125.42 sq.m.),1350.0,2.0,2,3+,8.0,West,Relatively New,L69973338,sector 84,1350.0,,,1,0,0,0,0,0,59,675.0
the castle society,flat,2.0,8696.0,Super Built up area 2300(213.68 sq.m.),2300.0,4.0,4,2,4.0,,Under Construction,P69474058,sector 56,2300.0,,,0,0,0,0,0,0,0,575.0
ats marigold,flat,1.5,8499.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1765.0,3.0,3,3,5.0,North,Under Construction,L69765038,sector 89,1750.0,1480.0,1450.0,0,0,0,0,0,0,96,588.3333333333334
pivotal devaan,flat,0.37,6346.0,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),583.0,2.0,2,1,5.0,North-West,Relatively New,D69901750,sector 84,583.0,,483.0,0,0,0,0,0,0,73,291.5
ss the leaf,flat,1.04,5974.0,Super Built up area 1741(161.74 sq.m.),1741.0,2.0,3,3+,4.0,West,Relatively New,O66846568,sector 85,1741.0,,,0,0,1,0,0,0,113,870.5
emaar palm gardens,flat,1.72,9053.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0,3.0,3,3,4.0,South,Relatively New,P69268966,sector 83,1900.0,1600.0,1240.04,0,1,0,0,0,2,165,633.3333333333334
pareena mi casa,flat,1.7,8500.0,Super Built up area 1999(185.71 sq.m.),2000.0,4.0,4,3+,23.0,,New Property,Z45897659,sector 68,1999.0,,,0,0,0,0,0,0,88,500.0
chd avenue,flat,1.12,6215.0,Super Built up area 1802(167.41 sq.m.),1802.0,3.0,4,3,0.0,South-East,Moderately Old,W69434422,sector 71,1802.0,,,0,1,0,0,0,0,65,600.6666666666666
nbcc heights,flat,1.5,7059.0,Super Built up area 2125(197.42 sq.m.),2125.0,3.0,3,3,8.0,,Relatively New,U69475882,sector 89,2125.0,,,1,1,0,0,0,0,105,708.3333333333334
aipl club residences,flat,1.27,9777.0,Carpet area: 1304 (121.15 sq.m.),1299.0,2.0,2,3+,24.0,North-West,Relatively New,U68690944,sector 70,,,1304.0,0,0,0,0,1,2,113,649.5
parsvnath green ville,flat,2.0,7764.0,Super Built up area 2125(197.42 sq.m.),2576.0,3.0,3,0,15.0,,Relatively New,I22744913,sector 48,2125.0,,,0,1,0,0,0,0,74,858.6666666666666
emaar mgf the palm drive,flat,2.8,14359.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1950.0,3.0,3,2,12.0,East,New Property,O70099072,sector 66,1950.0,1920.0,1600.0,1,1,0,1,0,1,69,650.0
dlf the skycourt,flat,1.56,8087.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1929.0,3.0,4,3+,17.0,South-West,Relatively New,L69657426,sector 86,1929.0,1580.0,1450.0,0,0,1,0,0,0,174,643.0
independent,house,6.0,20000.0,Built Up area: 333 (278.43 sq.m.),3000.0,4.0,4,1,2.0,,Relatively New,,sector 2,,333.0,,0,0,0,0,0,0,0,750.0
chd avenue,flat,1.35,5745.0,Super Built up area 2350(218.32 sq.m.),2350.0,4.0,4,3,8.0,North-West,Moderately Old,W69335304,sector 71,2350.0,,,0,1,0,0,0,0,26,587.5
shree vardhman flora,flat,0.7,4614.0,Super Built up area 1352(125.6 sq.m.),1517.0,2.0,2,3,9.0,North-East,New Property,G39255297,sector 90,1352.0,,,1,0,0,0,1,0,51,758.5
corona optus,flat,1.27,7232.0,Super Built up area 1763(163.79 sq.m.),1756.0,3.0,3,3,2.0,South,Relatively New,I70044694,sector 37c,1763.0,,,0,0,0,0,1,0,49,585.3333333333334
umang monsoon breeze,flat,1.25,5000.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),2500.0,4.0,4,3,2.0,East,Relatively New,S28331353,sector 78,2350.0,2300.0,2000.0,0,1,0,1,1,0,57,625.0
ramprastha the edge towers,flat,1.0,5650.0,Super Built up area 1770(164.44 sq.m.),1770.0,3.0,3,3+,13.0,,Moderately Old,U68986472,sector 37,1770.0,,,0,0,0,0,0,0,38,590.0
experion the heartsong,flat,0.9,7015.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),1283.0,2.0,3,3,2.0,South,Relatively New,A66498092,sector 108,1283.0,978.23,734.43,0,1,0,0,0,0,94,641.5
parsvnath exotica,flat,6.44,19003.0,Super Built up area 3390(314.94 sq.m.),3389.0,4.0,4,3,7.0,West,Moderately Old,Z69525592,sector 53,3390.0,,,0,1,0,0,0,2,80,847.25
hans enclave,house,2.0,10582.0,Built Up area: 210 (175.59 sq.m.),1890.0,3.0,10,3,3.0,,Moderately Old,,sector 31,,210.0,,0,0,0,0,0,0,0,630.0
signature global city 81,flat,0.82,8641.0,Built Up area: 955 (88.72 sq.m.)Carpet area: 565 sq.ft. (52.49 sq.m.),949.0,2.0,2,3,2.0,East,Undefined,Y69777076,sector 81,,955.0,565.0,0,0,0,0,0,0,53,474.5
aipl zen residences,flat,1.82,10997.0,Super Built up area 1655(153.75 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1655.0,3.0,3,3,12.0,South,Relatively New,J69593964,sector 70,1655.0,1600.0,1550.0,0,0,0,0,0,0,108,551.6666666666666
shapoorji pallonji joyville gurugram,flat,1.05,11475.0,Carpet area: 915 (85.01 sq.m.),915.0,2.0,2,2,0.0,,Under Construction,O68818592,sector 102,,,915.0,0,0,0,0,0,0,49,457.5
experion the heartsong,flat,1.68,8387.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1338.29 sq.ft. (124.33 sq.m.)Carpet area: 986.41 sq.ft. (91.64 sq.m.),2003.0,3.0,3,3+,4.0,East,Relatively New,Q69667402,sector 108,2003.0,1338.29,986.41,1,1,0,0,0,2,86,667.6666666666666
dlf the primus,flat,3.5,13431.0,Carpet area: 2606 (242.11 sq.m.),2606.0,5.0,5,3+,14.0,North-East,Relatively New,W69002892,sector 82,,,2606.0,1,0,0,0,0,1,49,521.2
tulip violet,flat,1.29,8227.0,Super Built up area 1568(145.67 sq.m.),1568.0,3.0,3,1,12.0,North-East,Relatively New,K69354538,sector 69,1568.0,,,0,0,0,1,0,2,86,522.6666666666666
the laburnum,house,11.0,27160.0,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),4050.0,5.0,6,3+,3.0,East,New Property,,sector 43,,360.0,350.0,0,1,0,1,0,2,160,810.0
orris carnation residency,flat,0.55,5789.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),950.0,2.0,2,2,5.0,North-East,Relatively New,I64885268,sector 85,1115.0,1050.0,950.0,0,0,0,0,1,0,174,475.0
ats triumph,flat,1.73,7555.0,Super Built up area 2290(212.75 sq.m.),2290.0,3.0,4,3+,15.0,North-East,Relatively New,P68670840,sector 104,2290.0,,,0,1,0,0,0,0,159,763.3333333333334
awho sispal vihar,flat,2.0,7262.0,Super Built up area 2754(255.85 sq.m.),2754.0,4.0,3,3+,4.0,,Old Property,X70167572,sector 49,2754.0,,,0,0,0,0,0,0,65,688.5
central park flower valley,house,1.15,9350.0,Plot area 1737(161.37 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),1230.0,2.0,2,3,2.0,North,Relatively New,,sector 33,,1400.0,1230.0,1,0,0,0,0,2,71,615.0
signature global park,house,0.85,7589.0,Built Up area: 1120 (104.05 sq.m.),1120.0,3.0,2,2,1.0,,Under Construction,,sohna,,1120.0,,0,0,0,0,0,0,15,373.3333333333333
emaar mgf emerald floors premier,flat,2.85,14430.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.),1975.0,4.0,4,3,2.0,South-West,Relatively New,Q69099796,sector 65,1975.0,1800.0,,1,1,0,0,0,0,21,493.75
independent,house,0.45,8411.0,Carpet area: 535 (49.7 sq.m.),535.0,3.0,2,1,1.0,,Undefined,,sector 21,,,535.0,0,0,0,0,0,0,0,178.33333333333334
spaze privy at,flat,1.35,9643.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1400.0,3.0,3,3,7.0,South-East,Relatively New,C68524508,sector 84,1918.0,1750.0,1400.0,0,0,0,1,0,0,90,466.6666666666667
